ASN_config_office_bfnd	ASN_config_office_find
7373	105384
15482	49137
2389	44695
5687	76244
13131	31390
13237	105778
6833	20711
7143	71008
7790	73555
9825	23894
14818	40995
8828	32591
6470	16288
12518	122319
7034	33492
8485	7400
7992	53687
7737	54411
8242	88001
5184	55091
14280	118576
12981	70527
12439	79053
6617	80099
9759	33215
5020	22093
7079	110933
17863	73684
9738	19236
18574	172881
12836	82491
7836	19425
6556	30657
10762	34159
14664	12585
8821	93573
6954	60216
8331	48318
6698	73779
6530	41516
6999	8841
5621	48936
6032	18991
6711	38868
5002	14055
17984	18268
5269	110570
8649	65765
7499	43007
10980	16579
6303	83855
8088	18780
15705	47905
6687	20968
12383	173328
7942	15304
12872	23629
18467	38347
15440	43853
14519	170979
8009	21302
6039	71326
4616	40995
17304	18575
7222	12166
11289	40199
9699	16025
5349	36698
5750	79557
5063	51945
4495	53793
7589	73318
13392	17889
11745	105997
8192	23915
12983	55029
5696	181748
5449	40804
8960	47025
9648	25212
6863	100709
6448	35959
6096	25852
6508	99086
8895	37809
11222	203028
14391	15567
12071	24932
5054	31370
12661	11432
6217	19807
13128	112137
8057	20537
10366	55701
12529	16316
6064	58098
4507	194119
9711	159653
4190	68843
6399	94083
8919	250323
13433	54401
4004	198163
6565	48848
5058	574166
8427	99053
3174	47072
12463	40514
6991	64458
13336	19832
3969	79443
6703	25110
14055	87404
16563	76347
11294	37703
9007	41189
4491	72777
13434	59031
7509	254221
11557	67750
6966	52934
14580	82143
15355	59989
3699	12511
6873	82837
11893	63260
10315	5938
11629	80870
7519	10772
10938	116019
9611	99155
8922	14111
6035	41062
9883	236849
6032	93629
4993	39764
12733	65386
3908	86829
15342	12294
13861	228921
10771	63722
5010	10763
4557	83684
3151	38894
11139	14882
8315	56508
7873	77019
9744	572269
12702	27943
8068	13600
8006	58329
7272	22738
14860	27316
5158	111221
4302	68854
7186	42534
11547	116465
5661	39323
3008	20399
5296	25938
15671	58237
11109	14316
6794	98886
2868	32532
3248	36914
4287	51281
7649	9436
3153	138706
11999	32081
6517	38867
12141	106188
6888	41986
6915	88920
4814	13307
4856	47460
14664	51418
6162	8872
6866	30148
11943	7160
13638	42519
11273	47618
4213	15136
13497	58637
7355	37881
5874	60255
9147	28197
7447	34802
3352	10064
5060	113628
7755	87762
3738	170608
14368	51503
11110	101386
3476	122450
3069	24639
9020	78123
18121	42545
8592	21212
13078	33521
17275	8490
11635	114432
8702	23729
10183	118073
4717	30075
10042	25869
4020	153378
5159	20713
14974	63949
6040	15140
12947	99911
14009	100431
12601	31963
7326	34345
10408	31363
4337	129487
7422	5669
10263	29606
5501	89876
12429	153986
5288	58937
5929	32540
5192	38813
6735	41059
17283	90105
5996	30372
4181	118788
11983	71512
6551	64697
9620	93591
9228	34473
10020	11339
7549	99686
17957	70921
12718	36224
9618	81400
3403	40418
4320	22953
9465	34620
7633	55522
9701	31610
4811	30606
4160	44981
10936	131797
16551	31562
12826	54886
8740	41775
3717	52786
7336	38203
10800	8296
4627	6693
9271	5591
13439	99797
4386	15264
6875	99585
16469	44367
15944	178353
8522	90962
11321	59046
10474	13749
4520	223075
13288	9345
10319	99178
8474	11010
13840	30243
8785	15762
15529	76776
8483	14742
2839	29566
5121	10679
7101	136250
11483	79219
9171	48024
7482	35608
6497	24328
6327	67332
12448	41155
5183	60447
14343	31690
14669	26346
13592	23635
14619	319176
4897	41298
8094	37723
6149	173535
13766	42776
9876	25878
6426	75189
9469	37902
11240	54673
13963	63183
6006	34072
8893	30079
7611	40344
9871	32323
19750	3935
3703	70171
6486	38027
9417	103620
9629	46787
2211	22399
6697	45823
4641	117572
12399	41315
12375	79454
6681	32331
16405	103596
6481	40456
12003	54298
6712	82423
4900	18582
20730	21234
12940	33533
8135	188220
6552	82498
9851	13374
8983	246481
9624	60956
5754	108169
7972	24755
11329	79613
4315	20734
8798	5812
8489	102015
3841	110438
12766	35556
2834	10429
5496	92808
10087	24811
6526	175543
4716	14798
3688	53623
8763	33059
5982	40597
7482	145957
5825	89298
5314	48500
22329	76049
6597	91999
4462	9561
6564	11799
14284	20476
4640	45338
15818	2398
12785	382795
11146	48875
4778	103594
11294	62650
4440	3804
11610	51963
5971	290761
13145	71889
4532	76268
3305	36335
4786	38362
5755	35301
9420	33070
12718	36058
3898	36460
14898	17183
4336	91415
7677	29226
3355	59096
9780	272378
11186	44799
8870	41933
11682	130668
2847	31784
15213	31691
18098	27203
11603	37000
2551	21121
5079	11817
5505	18459
7292	9196
5102	18999
5647	33384
12935	62852
13185	35993
6557	90809
9172	53840
1946	41975
8455	132499
6964	37810
9605	17570
3327	39337
8327	78216
5595	46479
14093	53088
5749	21145
9672	12224
3619	41863
7524	36980
10168	133599
9292	17496
6255	16096
10365	79534
12796	4187
8388	64356
9138	42924
12659	40847
6284	7137
13738	39109
8223	21008
14847	23207
8146	17350
9813	53746
4889	196899
8529	80734
13357	131827
24289	54020
23644	22385
3169	35146
2317	91669
14816	178558
7370	22172
7819	48606
4383	44146
6240	27551
9410	77393
11148	35339
6107	48324
15162	14971
3340	34148
14449	24128
10351	37214
5386	63076
6311	45435
10763	35752
7871	63413
6228	16863
19745	78381
6833	40587
27564	30029
7477	82803
11439	69957
13062	4335
12292	34863
15309	124157
19641	11292
7168	227988
4271	443879
15687	659215
7607	12242
8529	63093
8163	103606
6063	113398
4876	122545
9065	43807
5696	60489
4633	23516
7546	66928
14877	65321
4925	31544
4503	170624
5400	201834
6811	54363
6793	6475
8509	6229
9132	13334
8067	51590
7675	44387
12101	51226
5525	38312
9553	66211
12194	89019
14603	38603
14374	42685
5908	39140
12496	50621
5394	33628
4614	88166
4570	27146
14867	473711
5710	33154
7707	27909
13286	31526
7352	18922
16428	52401
15687	176255
15783	20785
9553	61827
16485	12533
10886	157640
4806	151001
7612	21488
10684	5178
6076	7552
21054	232030
22130	102877
4732	25473
9579	36464
7248	40833
6513	95473
7627	36830
9590	120940
5165	32103
16204	57973
10833	31524
15880	37016
5437	79683
3845	9467
13014	44282
5318	122013
4571	14781
10296	11895
9041	61277
5969	36448
7918	67180
3644	52153
14374	20364
8413	61644
5407	52034
17598	15467
24538	81585
12682	14549
3657	86185
7333	134841
23197	59092
24823	39605
8350	77584
8177	58832
20392	22206
7990	35810
10965	35522
5742	20002
11326	30895
18335	16372
4118	90742
6835	66003
9974	54166
3460	79320
14679	42395
7480	16393
6281	56506
8997	69209
7997	53202
8141	78295
13392	85938
15439	79727
11720	49585
19059	24907
6715	59791
4926	55772
12737	26104
6992	20442
6405	100324
4672	96230
9610	18257
9514	45717
5888	12784
8602	183738
7592	31713
7868	83979
11231	34197
11076	84183
3853	110136
13781	49545
12398	29647
10902	13889
7870	49266
3235	89825
5841	22232
4928	78105
12656	34881
13521	116868
8462	50717
7827	21110
8679	52909
12692	75417
18860	42159
16091	22516
9862	105661
13937	8169
5777	38814
3970	47519
10303	13246
8614	43320
6597	113354
17076	30424
12390	67914
11813	37680
10216	74059
4070	92725
7293	41403
9328	26805
11189	96252
8982	71549
14480	43294
6982	206992
5606	31422
6996	24290
14201	63873
5609	32014
9618	15127
5720	49159
11876	6947
10681	5002
6543	19993
6093	74848
4469	118148
15097	48941
6287	38091
9295	11584
8931	22722
17343	25214
15356	46941
6457	20556
7798	22258
8950	128206
4058	44887
3934	59195
7873	25688
16763	34890
7237	16482
9630	67987
5066	30612
10404	13991
3279	45744
13721	5109
7976	141014
4834	22302
6258	4546
9552	20705
6933	241076
6958	55587
3764	13308
11292	62391
10100	16200
7456	51217
12413	4051
7934	31595
9710	12035
6820	79277
4621	22515
8733	31708
13840	28351
14151	61467
6341	134938
10261	59989
7852	73198
13071	63923
9090	139001
7722	16205
8703	82585
9827	139186
11587	99184
5406	17465
12922	14500
12886	44485
3460	63675
33073	29629
6169	88559
7193	59054
12745	111667
6287	115724
22615	57330
11722	86141
4567	18280
9640	77929
5294	75797
7427	8160
6138	78854
13317	72216
3608	28195
16167	19489
3096	108078
3330	87627
6142	17844
4580	73083
4490	135155
14582	12989
18141	33183
7812	30140
3283	25421
9135	15065
23772	30180
6692	74758
12070	45092
5857	60047
15521	11843
8817	37378
5792	10703
9540	146641
6012	20086
11197	96931
24044	19615
7803	15455
12217	91803
10937	34363
15240	28618
8101	33842
11945	212970
6585	25134
11485	4912
9731	38942
5250	43756
5967	15398
7983	5511
11261	272667
5382	15093
12145	32180
12270	58433
7015	64759
9184	36152
14604	58459
28063	70563
22126	122438
12942	161210
9661	84742
8240	17838
7873	33272
7039	17855
11067	91216
6586	13754
15305	66252
4356	29928
4773	254358
7483	75183
4780	73031
5378	82839
3273	101646
5608	11942
12827	33113
12261	8234
6922	149957
6180	30516
14979	30651
13460	48320
5538	138805
7024	57793
6310	57946
3609	167406
3659	191952
11177	371118
