ASN_config_washer_bfnd	ASN_config_washer_find
61344	1781716
60669	1716868
886676	1645124
883270	3984026
60841	1735724
881385	1012073
59935	1745343
884085	4026219
883741	990416
55473	1727736
909927	3775885
883259	1315493
882192	1217886
878556	1284934
902429	1261808
55705	1700164
878909	1120413
923653	3965203
58765	150198
55704	1743585
881209	1222554
878590	1085421
60850	142196
881515	1083767
883760	Timeout
880331	1014379
892207	1607409
888926	1060931
59211	1704996
878630	4120718
884496	3874861
882410	1037001
888966	3859448
58253	1701244
58491	1708665
66173	1750367
883307	Timeout
59987	1732483
880720	1677425
878768	1182273
900895	1261898
911121	954881
879554	4541456
58913	1740868
59825	1700859
68329	1734271
878973	889765
879740	1547078
883805	1188473
881698	Timeout
895104	1225770
882520	1809513
57596	1693985
880292	1691484
883566	1677922
884559	982397
887192	1770028
918422	1270605
883732	1132457
884736	3798789
73002	1711517
878625	3947160
890925	1181689
885054	4104391
885381	1335306
63028	1707726
882465	954168
881018	1275734
887911	1544116
75494	1770196
62340	1698014
883518	1031829
60833	1691882
880918	1898572
880062	916186
887664	1043765
881904	1193075
879335	1592621
881135	898312
884430	947735
880523	1862422
60952	1754295
66003	1705921
880290	1136779
60385	1729048
879759	918759
904085	979563
879753	1353650
58935	1736539
60498	1728257
879851	1126245
878826	1138944
57024	1716279
878688	936458
881239	897244
878795	1282575
894172	1014748
881055	926828
884446	1015792
62210	1731656
65194	1688693
57887	1704917
71278	1744369
894681	1540107
879799	1096748
878846	1184852
889103	1237743
63706	1759930
65206	1698956
58947	1710971
56467	2064075
56855	1740163
886412	4178410
883708	1644817
65702	1702722
56070	1751044
879098	1019409
888549	1008310
72768	1693983
59285	1711395
896153	1569648
57965	1701471
880991	1229718
887098	1163765
889318	3837091
66102	1693470
896172	959363
879581	921550
57768	1706285
880594	995008
888199	1046582
58732	1689927
881617	953856
885377	993622
884643	899875
893363	913053
56981	1714238
889815	1306291
896846	3843365
890078	1128212
62158	1718116
882625	1790514
886186	1347247
60915	1741627
57186	1732990
60619	1689985
886838	1151033
886784	4139117
880734	1022976
60614	1724015
900757	948826
60847	1730304
879494	1005595
881714	4844710
881975	1831550
61240	1689739
891468	4776755
882855	Timeout
879321	1072002
56056	1740742
889805	1552973
879962	1246407
886502	1619408
887951	936271
883124	1124417
885945	1836602
882387	932328
59090	1710856
56532	1696610
56329	1829267
60128	1732909
65525	1712192
57480	1749182
883007	911866
879446	1732320
55956	151103
897438	976244
883518	1042851
883566	1721556
893067	1154067
57227	1747703
879357	1577564
61065	1751742
887558	988923
62302	1689775
891153	4075716
55929	1734645
885258	4074089
57134	1724310
879564	1002843
880764	4744409
64769	1695009
894353	4044611
891028	1262094
909942	4160372
897433	1242691
883458	919598
880204	3810439
895571	4171567
879917	1645294
878686	1041139
880335	1200276
879158	1623564
879183	983216
879441	Timeout
70259	1720043
62638	1760913
878702	1063692
59016	1763242
878758	1656335
60462	1725957
61182	1739372
879013	1630192
57973	1712394
879439	1139164
888812	1636392
884253	1029335
66926	1717780
886580	917606
879618	994647
60914	111048
879680	936827
58047	1706901
883791	Timeout
65844	1739664
61821	1702249
60606	1748652
62914	1692547
65363	1754253
887182	985718
882733	1748736
62932	1713640
97975	1704869
884279	4044520
56664	1731418
912507	1024070
878898	1136335
66654	1682845
59669	1730004
881927	1178032
879756	1061265
58963	1709042
890439	1117666
63952	1695309
881428	1023153
56765	1698347
57704	1716969
59846	1754845
883571	919689
878564	928669
58571	1710410
61014	1734395
894160	1650829
60124	1765390
57554	1718114
885166	1076539
908752	4065617
879826	1002923
888986	1183986
884391	1062803
881571	1947672
884638	3773307
884884	3949140
887198	1232958
63133	1744005
889372	1296496
880889	Timeout
62186	1720576
53295	1778845
877663	944268
883749	Timeout
893942	967421
899290	1012408
55905	1734097
884412	946478
889931	991768
880196	3987103
63059	1729424
57039	1692658
883038	1658726
878861	3855743
61774	1705747
59331	1723870
881779	1608542
56935	1718434
62403	1711385
879154	921023
881292	1212969
886065	1181216
60910	1700680
880955	1597245
57765	1715474
890091	3780057
895344	1942049
885082	3789248
884050	1293723
887146	1158824
897766	1154186
879806	1115423
910507	1840935
883487	Timeout
881721	1091910
898159	Timeout
900409	4161893
883330	924790
883122	1827342
885715	1024327
883558	1103133
879607	1312365
58548	1739336
53235	1776988
61480	1703890
879129	1297487
55837	1712019
891901	1620392
66156	1850373
56033	1719556
890675	Timeout
881503	3880740
879998	1295251
58759	1745873
885971	4509935
70670	1810110
60775	1703645
879575	3888071
886218	1862401
56925	1870648
913731	4445828
60653	1720617
917911	4093479
885250	925147
880344	4037859
909046	1305554
881810	892385
888595	1096113
878752	1043893
921431	1538436
879152	1797150
62409	1716387
59535	1807848
888192	3825006
56179	1778592
59804	1727064
63358	1712037
67434	1753600
878867	1900569
890192	1005837
892910	992360
884864	1624208
884540	1178563
57973	1705251
63449	1809778
59688	1742480
878838	4120505
883680	951811
881039	883642
888670	1742727
896943	978901
880798	1717668
878799	Timeout
63506	1767615
884848	999066
61132	1703521
56901	1697680
888687	3768104
68315	1681510
883479	4220544
892125	1294098
884509	1159133
891203	934112
60563	1861908
888165	1049537
909008	1004620
878727	4239933
888642	3973205
61191	1735754
61075	1777430
888614	1693212
884293	1881177
54627	1731856
55361	1808456
882733	3926766
878737	1008095
881835	1113538
882938	1134898
59632	1705952
59393	1699466
891479	1143740
891941	Timeout
894439	1269413
885842	1296271
879120	901388
909195	1625906
62860	1730368
882584	1649239
880864	1234569
894973	891211
884757	1322898
61050	1710697
885284	1809946
883710	1084345
879772	1174967
64849	1690490
881605	3866758
880266	1651599
882320	4452599
893053	3838825
885651	1173746
882731	1050848
56717	1693529
62264	1710203
921955	1510063
878688	4083156
879377	1025118
56678	1703260
880273	3807916
892401	1686029
56004	1707983
59557	1714325
890055	1191722
879847	908839
884720	1743304
64114	1706558
879648	4046509
881137	1310277
882085	3811101
887276	1027231
58377	1710575
880387	887744
910288	3764055
893428	1017274
57886	1712366
58106	1801105
883964	Timeout
880368	1565181
67181	1687255
895226	1133820
884578	1552807
58896	1717205
892396	1171663
56466	1717354
882002	3775934
884019	1181020
882089	1716408
56936	1772946
888094	3968466
56366	1701513
882647	1327515
881035	1344412
61841	1699106
886797	980269
879020	1033085
67234	1722597
57211	1700597
878982	1297472
881553	3831649
883710	1235167
879570	882270
892247	905225
880541	937077
55829	1741258
81693	1698240
881322	1723668
932238	1281071
63791	1711715
896068	4827470
879823	1175022
882991	1588932
60574	1728561
71237	1690307
889916	931137
59220	1710980
880066	1085881
880143	1344257
887796	955502
879842	1268290
54439	1696646
882854	935144
890012	1311103
879557	1046969
62362	1710577
56675	1706675
68576	1717776
881393	1137106
880033	1353529
880395	1929515
878181	1559235
882500	4228762
77372	1732668
879079	1212462
888572	1538241
894905	1247701
880417	983690
884182	1884069
73294	1682749
883623	1553742
61832	1709835
883020	932555
878595	3797991
882107	1031354
883330	4762315
54535	126272
65325	1694700
61740	1699627
57724	1719163
887887	936250
887151	1055213
57734	1691516
73945	1681190
59445	1783243
880048	1601012
881028	3797834
900958	1931030
66146	1689071
77612	1686672
57591	1695994
893335	950796
902089	1566854
880539	1067005
883116	968087
898522	1561319
881349	4612724
59017	1717198
879249	1027868
884122	1281181
54781	1691581
879850	911157
889404	1790068
880351	945118
58244	1695434
58854	1696258
58866	1715783
90851	1688698
883534	1347409
881360	1014851
60539	1694239
880742	920358
62060	1690377
884852	963160
881404	1003548
878683	1649924
60171	1705529
896143	4484301
878748	889862
895467	995496
883885	Timeout
58476	1716569
59861	1709792
892133	1576757
879995	1868648
61501	1717547
60940	1742380
58254	1689214
880502	1030861
885307	1736222
881448	3908460
60508	1694339
62286	1709714
62337	1704034
63148	1716165
883564	3819381
57904	1704205
879712	910766
882690	1837127
896881	1063654
59334	1869400
889486	1191578
63366	1719295
882165	1059408
909596	1897454
57424	1707980
67230	1687546
60597	1722423
878589	920906
54677	1715436
889015	4076023
62860	1718488
880767	4809755
879093	1022226
889648	1922952
881574	1195564
880925	1036646
880151	1126174
894466	1746830
57220	1701898
59636	1689857
889682	1303832
56432	1744509
892824	1044708
889265	1038675
883320	923880
881406	4789615
887437	1146040
878843	903714
59840	1780459
881339	1187984
887954	3979406
59675	1714470
61519	85124
883062	1601068
885138	1140596
880539	999957
891620	4039687
887049	4505710
60542	1707102
883283	1256810
885651	920078
902448	1113160
57402	1758452
72748	1693661
879592	1104573
64174	1718769
62738	92371
879491	944937
882936	1815350
879141	4054842
57405	1694744
895214	1133823
64232	1718619
913191	4051100
885230	1816379
66303	1724781
879475	946126
892567	4069322
878584	898568
60465	1758428
883651	3795206
66241	1694294
67147	1702276
65578	1699711
881649	1329834
60403	1753989
893246	879621
65241	1693080
57342	159513
883357	1007062
60368	1692081
881784	1241974
881553	1547881
63770	1696911
57794	1716567
56490	1709821
62397	1786474
68367	1701212
881512	3966779
58982	1704056
878693	4480832
881377	1134555
884366	4165840
60684	1727254
80066	1689483
896387	3816819
879477	1312406
901583	965405
881357	Timeout
880501	1000372
60819	1721171
881507	1680070
55705	1713589
63336	1737455
891275	3904242
60331	1742046
888206	1562990
878646	1226841
56732	1717207
54278	1710185
58215	1708418
898989	Timeout
891833	1806378
55549	1724531
902405	1629376
58593	1714543
60930	1690174
73488	1752971
60917	1712646
62671	1689004
881247	4713142
58568	154636
55932	1704859
885024	1166120
67740	1716916
58820	161590
897963	1539370
64552	1730569
896979	1243563
63942	133124
879302	1239094
881892	973138
879121	1085555
885702	1706053
879310	1016703
887782	3805236
879492	1205127
880635	4050704
61744	1762989
883780	960010
54788	1758997
56788	87518
62467	1687742
62101	1764035
58876	1711255
60574	1721337
61027	1696976
58209	1705672
56977	1712357
882685	887978
881850	929566
898291	1249954
887144	1032655
61717	1703691
882969	1127143
60786	1687421
883789	1303509
57683	1716046
62764	1719966
878691	4012876
880475	1631744
56184	1802366
881401	942830
63877	1735556
878801	1614622
903098	Timeout
879580	3794728
883225	3780831
880989	995004
892121	1642992
59417	1705850
66277	1714120
883924	1043033
58112	1703873
56258	1722199
58092	1701305
61502	1762035
54518	1763689
880433	1332702
56706	1701836
879056	1243802
884748	1004671
894845	926297
882356	1170730
880288	1147228
880112	879591
73337	1700085
880154	1096876
62395	1838163
884233	1084519
58161	1730659
56522	1709022
892051	4102462
56651	1749204
879842	3780212
883544	4178681
885825	4614740
885740	4702390
