ASN_config_washer_bfnd	ASN_config_washer_find
885786	1082148
56919	1709149
56570	1758799
59474	1696288
892934	1085916
55947	1706495
54266	1748547
67528	1733750
59255	1690189
887285	1281625
57173	1694560
59606	1695240
64197	1710624
56919	117760
880529	1017216
59282	1697492
878894	1025128
53179	1736823
878856	1226913
58531	1706838
883695	1145505
53283	1735639
880745	1324765
56481	1692381
63642	132513
885827	888143
881008	1847433
56248	1694141
879940	4165390
58438	92963
894721	1772180
882281	890228
899259	1315969
879810	1549622
893240	4797285
55194	1725670
55264	1706437
53666	1692935
55692	1691951
55973	1696989
53140	135130
56591	130343
57595	1724719
883203	1173281
56192	1705479
58633	1702748
878696	1855667
880856	887880
59409	1741914
53162	166021
64570	1726383
65105	1707739
53358	164919
56246	1693493
880791	997813
54473	1724576
54499	1695372
60448	73314
53852	1710585
54158	62368
883186	1163172
887750	1058023
64650	1737169
58840	1709560
895636	1159163
53189	1706240
55725	1901314
879412	901487
887279	4442739
879321	1177460
879208	1069320
54812	1701595
55776	1710598
895642	1922593
57255	1711127
54902	1696994
54305	1700627
884014	1239931
886515	1254737
879695	877580
57798	1773653
60073	1711500
68829	150666
61090	1725495
100401	1651146
883438	1320372
61482	1700785
887753	909965
878842	1623927
58995	97953
56865	104087
55758	1759879
55896	1717304
57601	1731541
60777	1700507
63242	1684673
888969	1003022
57454	1701946
888849	1576934
56420	1706677
54788	77239
56112	949480
72322	125474
56692	1719868
61905	53177
55663	99587
58296	1781205
68084	1733649
56445	133936
881059	1165260
56698	149950
56891	158568
59915	1699274
60130	1740500
885347	Timeout
881287	3925490
59672	1687971
881546	1134511
56686	1703846
56761	1700732
59883	1703652
62353	1692225
53883	144939
880236	4255638
54249	76445
54340	1720255
57810	1716322
881059	1149907
57378	1690078
887490	920427
53270	1697528
882371	Timeout
887513	1249975
881735	901805
892859	1017238
57355	1694977
57120	1733333
879575	1842903
61493	133223
65740	945096
55937	1714682
53133	1749890
84732	1696453
55777	1715606
882396	3783657
59226	59758
54495	1727383
54578	144136
60256	1706555
53498	1728942
886321	1005100
65441	1753477
69481	1687589
54079	1706210
55973	1702848
64008	137880
59299	1694519
54956	1714880
892194	883651
55743	1721399
57851	1728270
57895	1711185
54414	1747496
894536	998195
54568	1707233
878563	991352
891236	1785120
60356	1702499
59892	1754766
58332	1740650
896221	910600
883068	1638809
879639	1096651
59041	1692127
879525	3799344
884842	904684
878750	4142359
61596	1686349
56404	1693078
897962	3845013
