ASN_config_jogging_bfnd	ASN_config_jogging_find
3701	21476
9987	215502
11514	64175
24678	54334
8006	49771
35589	61752
21216	844510
6848	6732
11871	46402
4065	783
35237	520634
7256	1998964
10149	28506
4308	4422
4903	58504
12518	522268
16437	28150
2459	1704
12372	24514
1159	7342
14835	25341
8828	14034
3631	201590
10927	77076
15228	428116
12862	20567
2662	1002
10508	40787
19544	11154
5863	17190
6493	770547
23459	77075
16163	20849
10169	11099
3596	20913
11507	74884
38892	37793
24422	26983
4821	67669
21852	1232079
5238	23524
6948	42146
11154	44995
18906	Timeout
18952	3123651
35226	1220387
4437	12704
5246	51506
16030	1068725
17143	380867
5738	47642
19322	18279
30956	1062358
3609	2517
10568	751513
2452	3898
7617	19399
6030	5047
11158	3182
50005	775992
14756	14050
6341	44794
9111	25523
10778	4155014
11469	95488
17402	1082793
44180	70454
16643	33620
24063	2703417
23237	36093
8436	1735418
10931	937876
4212	2607
7273	885
1319	640
13228	8939
24117	101780
3892	23084
15711	175548
16285	183373
16944	257424
16936	165589
23113	57062
33029	414530
7831	3310
21196	8955
12393	49173
37635	73675
10928	50607
8468	1339302
3381	1996
11985	18100
7784	9314
21823	11193
5017	5994
11778	89757
10267	10589
11517	50331
15373	1338673
1472	6399
10528	21421
8185	16757
6288	893223
4379	36038
10388	1763584
7429	6228
12843	87583
17334	91991
4344	9233
6125	45345
3949	27215
3699	2151
10542	1062
24713	3220130
5657	24697
22997	719664
16663	1654095
11896	389180
3645	935
4373	23388
24192	58772
8576	47486
4359	33941
12431	47104
4205	60942
16771	45236
4029	642788
7921	878
7857	7447
1752	1232
48041	35040
23834	384096
3137	1020
29025	126035
4697	2617
50279	70840
4618	36521
21960	3043632
5558	2524
4152	1475471
8724	16555
9176	38763
11451	3821491
3108	3443
33728	177479
5982	12236
16531	823137
4341	871766
10996	56144
16693	41017
7389	6675
22397	11173
9277	671276
4996	11959
3703	5623
38331	181096
7758	1933598
3984	14678
6919	3377
2381	904
9348	15561
3765	814920
10056	185641
6596	6685
6084	25867
1359	859
4000	32910
11474	103191
10010	99922
10001	51864
6433	10651
16680	31089
11530	1500
11602	1202836
10154	49462
46731	26699
3579	48832
18857	38513
31000	366441
4583	69392
4595	31278
23732	41061
16276	17958
10434	28181
16877	714318
11881	4069851
8115	31257
24900	1965190
31760	13208
36454	114018
7392	57504
17311	1536942
29499	56793
32375	60512
10117	63478
8992	15391
6205	17395
10526	18058
6649	43754
9339	2607
24125	40845
4431	4943
19618	642810
4768	824
5046	2395
5378	2478
9424	335901
4729	7586
10078	930749
34892	3345653
14287	690426
9511	91111
5669	30122
7355	19992
5182	16019
11330	55676
30593	55747
5931	45593
17685	103424
5114	1217
16521	851009
17322	15274
7009	3312
9062	17965
23689	87587
1284	781
9715	30986
5330	726121
24964	178582
32222	30394
7338	27156
4667	345283
29597	61701
12160	Timeout
5486	1086061
17137	41116
5693	52975
6495	47766
8157	8941
17496	111701
6671	1080
53176	678633
18306	21072
10043	92579
4756	13081
5369	21802
7855	660117
5714	17188
7234	44346
9993	4051960
30071	2097091
22930	63249
30986	3549988
23745	105544
13591	4161
14639	697698
11879	195713
4187	2969
17189	89123
3651	13402
30471	15909
3945	48288
30215	1433668
11613	1456321
13772	53682
3504	44640
3835	14463
27683	49577
7588	15298
3736	5031
11795	52113
16351	434695
10494	908756
10213	80478
4979	57046
4312	11640
10030	1738664
10433	36408
12455	4013895
4223	26322
7906	1299
10891	6909
30241	407643
14340	1735322
6681	8650
17622	89343
33365	Timeout
4770	942
7220	14600
8359	762421
11320	108593
5047	250246
13170	47473
12436	1129522
10212	1195067
18336	61758
8253	21997
5511	2331
5154	1012945
8309	52976
14974	47282
4145	37659
11163	47270
4011	21638
11261	47303
19853	33868
4052	86468
13415	14756
10130	34654
4457	21030
11008	115264
16937	4149980
13305	8017
23776	97406
5756	6411
7545	755
10412	3373606
8523	674401
12433	24465
5892	2052
12554	7982
9156	38894
16809	56121
10866	13434
44325	2491572
3852	26010
4715	69222
16722	109043
6768	2645
3239	397
16000	20665
11741	24993
2885	820
22340	4217822
4488	2189
10090	89303
24264	859058
2910	986
28783	842552
15728	98803
10966	143423
11660	927930
4950	8564
11747	1316720
7472	24682
16325	84378
22790	5901
8307	13799
12229	950
10813	25560
17435	12122
5675	3389
7960	1214
15850	34416
16780	4497515
8645	5218
4131	21137
17620	373661
10230	7579
7154	25062
4604	20595
3803	2281
10424	51757
5162	36092
11515	1354243
12287	18082
11302	98766
24258	82227
22372	1558288
19635	37995
17303	33980
17276	57506
26099	39720
7631	59541
5659	19151
16772	1084066
17353	Timeout
9085	17331
2238	854
33858	750435
4900	1555
17301	15916
5737	1302513
7399	24025
4865	46714
28480	18053
5074	31815
16906	194888
3688	12813
17593	15875
1269	2388
6463	62395
15461	17898
9991	426428
8590	672159
44173	2543008
10300	34760
4983	1433154
4107	4818
4910	338182
5578	4807
9107	13487
10928	167591
6369	3323
5457	65139
3922	21236
4755	51029
22974	54276
5512	29410
16292	26597
18986	169021
15612	91377
3612	14853
10073	21459
11726	31081
9051	31915
10072	187313
8586	39933
5872	1273
3823	1813
3709	2283
5697	10159
9768	29705
8556	45143
5179	2608
6176	15513
2223	2447
24211	2480
6228	17123
5296	15360
7348	16614
17566	98517
3025	1742
4182	12509
5512	11693
5728	17282
21516	38125
8067	1466
2495	2214
1389	2133
4572	21876
23876	1307928
4760	961
30741	34604
6136	923
13999	50881
12883	40805
13390	14752
12949	102650
31662	988684
6793	48780
12386	108747
11859	2728697
10731	4363
7250	6660
2546	2738
6671	637852
6088	21877
3545	858
9857	5031
6677	16075
18049	69353
12891	1269686
19442	26968
12484	24424
2030	875
8034	24494
8814	3148
14389	16624
10258	22828
24773	26644
16508	82413
33044	39892
17901	1106325
5402	34600
17363	61535
12627	183082
5276	49418
10205	11176
7598	874604
9508	7378
6906	10191
10929	72066
8443	20444
21669	1326286
9466	28672
24832	924440
18326	1710701
3912	3183
10434	21231
17620	132831
10757	192685
33338	18836
16541	1044934
10554	18926
12976	45695
5731	689225
30570	85074
11675	3805086
31400	1523621
9716	658021
3605	1583098
6244	638290
24206	394255
11766	1092896
5763	1743839
17085	4866330
22025	2088452
24160	4191400
12106	2788895
11439	3300938
17090	4222264
17373	Timeout
