ASN_config_stairs_bfnd	ASN_config_stairs_find
2340	3234
2774	3653
3538	1202
3458	4873
10126	17401
21767	2084
6916	1251
3104	22556
14752	32778
2006	4255
1634	3510
1726	5708
2519	539
3209	2001
5654	3064
3860	8338
5002	2318
4764	1072
6145	4458
11616	1893
3135	3684
2924	343
1542	5631
8065	343
11056	3141
7874	7370
6882	3096
2079	7150
4024	7265
2260	3184
5816	2585
1836	1690
2223	3471
4351	4739
2888	214
6431	214
2870	4709
8698	3480
2446	7854
3605	2861
6612	9931
6143	8485
3710	717
1209	146
12043	4067
3443	34298
3874	216
2149	5619
7719	3149
2189	476
5476	4540
4439	8055
1180	214
1377	2859
1685	1542
4632	1466
2379	3244
5015	15901
6804	5799
6126	215
7879	2887
4676	3042
6624	9857
21085	1209
3986	934
1563	32822
3041	6184
7109	961
1442	2344
4008	1426
12225	208
3225	4509
5172	1569
1236	214
9685	3328
1296	280
1804	2960
2064	2967
2424	755
32523	1286
6208	865
4796	1182
5065	148
1534	1338
4013	1646
2007	3306
4597	5105
2345	605
3132	5354
3375	3112
3556	6175
5224	282
4010	2414
2944	343
9125	3400
10936	3650
1214	2176
5067	6034
1632	6108
3832	274
4267	15409
2394	3214
3675	2713
2121	147
20893	815
27806	4288
11887	4199
4769	5550
2734	147
3065	3927
2921	143
2508	3588
6761	8138
4850	1077
1269	2402
4238	149
1656	147
3969	558
8445	213
5593	1924
2579	2452
1265	6265
3156	406
5371	1244
11035	842
13135	2747
5155	9813
6124	3848
2074	3017
30463	3556
8512	938
12071	400
2284	3079
1225	12481
6021	15370
3189	8233
1205	7438
11972	209
1928	148
5029	16213
4541	213
2202	5034
12952	149
8988	1503
6042	439
3854	7310
4455	544
2709	2814
1183	5113
5146	1370
1539	148
4078	3326
6588	6320
2200	1370
7592	1289
3070	215
5481	4897
4841	4280
1457	3478
3983	8594
4411	6861
1774	1534
3289	2122
2054	2534
9682	1747
12679	1354
1752	558
3102	2005
4556	4489
1427	7358
1998	6826
4935	5336
2343	1942
1381	739
1204	1258
4208	1382
4121	147
7157	4649
13232	1170
6445	15857
1976	5012
4201	604
10121	147
3258	219
2051	658
3039	1311
2096	3322
4657	2314
9229	822
2803	11641
1466	13084
2269	665
13522	8109
4745	5614
2054	1776
16083	5077
4477	5390
18622	477
3802	2567
1579	5513
5392	4787
5981	147
1647	6811
2779	209
44063	147
4031	6399
9843	2100
5868	227
2416	10270
4376	14716
2920	1156
1787	4427
4259	1857
3019	4264
2983	2103
2954	9255
2203	8961
3671	148
4367	1154
5411	5157
2692	3323
2314	11475
5292	604
1707	278
2368	270
6732	3347
3017	2392
1502	144
10062	1535
8577	996
5481	8814
1974	1862
7052	9346
5765	2768
2352	1977
3332	3959
1354	8262
4359	3637
2045	4441
2374	1311
6625	926
3528	473
2630	9965
7698	4294
1342	480
3514	744
6232	152
5131	542
6583	994
9357	1914
2694	15731
5029	336
7349	1417
27122	5603
3538	3783
7943	1926
31164	344
4831	6244
4468	2233
1222	1325
7073	6678
15691	149
5985	560
3280	12180
3419	4251
8450	6835
2851	147
2993	4489
3660	8370
23646	6551
8051	2375
1226	12249
7980	6939
4891	4534
25666	4672
4031	1850
3864	693
4743	11579
9135	147
18963	8977
1208	1838
12039	8168
9865	1330
4380	10261
2839	1826
3553	4749
29260	10987
9993	214
1823	1090
1499	7583
4117	1528
5416	759
16866	1126
1655	2502
5948	5961
1206	8867
1739	5053
4860	21639
1467	1615
1306	13579
16043	2682
1428	673
6398	2890
2921	351
2464	1714
3401	1303
8996	1485
5723	7998
2696	4890
4920	2103
1419	152
1660	1329
3044	336
5064	1073
13929	15704
1552	737
2972	5229
1680	10166
3914	11618
5801	147
3792	3368
2610	2323
5962	5942
3649	6988
9428	939
9314	18928
1542	1805
5779	408
4894	796
12865	2561
8529	801
7033	2457
1213	2544
1313	10229
8733	3149
3339	5058
13384	2310
12658	654
1182	2131
1486	4330
7030	1199
3079	8024
1890	2886
7634	1107
1215	10952
1210	6686
3637	1534
3716	4750
4009	1791
1840	5147
1371	4729
7519	2003
6982	6325
5394	6720
6255	3383
2970	9398
9132	3367
2789	9303
9769	3337
2612	1580
11507	7245
1545	934
3183	17364
1722	146
2393	2278
2349	2004
5403	144
5453	337
2021	8597
12818	1266
8413	7591
9039	1526
5640	577
2136	2483
3716	1669
10079	670
4896	1175
2431	2546
1651	215
9496	2397
2615	12003
6952	144
5659	2674
3615	811
1394	991
2155	869
2212	797
11343	3251
23571	921
6433	213
3896	2794
4221	213
6012	11875
6945	1669
3755	3067
11531	1257
22785	2275
5503	3741
2107	9604
2825	5992
6590	2582
5693	11565
1865	1244
3234	2111
6566	427
4936	335
4981	1925
1341	1054
6409	832
1764	145
5154	274
1234	1053
1201	2147
13246	5007
3849	641
9556	164
4098	7502
15090	2283
2546	5867
6230	1789
5786	2292
9065	3419
3268	2496
2316	751
2953	5164
1678	1368
3998	4760
14842	2227
47827	685
1284	3021
8747	145
2754	1455
4605	2211
2031	1292
1778	757
1730	8992
1463	1760
1460	5479
6284	1376
1967	4688
2747	2672
8655	412
2190	1609
17862	3123
2008	1714
5979	4612
1377	5830
2270	1966
4930	7432
4521	901
4353	279
3892	1805
2034	209
3039	14322
3432	1216
6708	5975
4003	3151
2864	541
3586	10577
2934	2427
5047	4946
8361	1037
6650	1099
4924	2892
2760	9906
9300	6159
2483	278
3695	214
1668	5780
5208	1073
6536	4880
2740	5790
2236	147
6464	4505
1638	12195
2241	2612
2834	6883
1253	959
11613	604
3493	3035
6421	2830
2482	411
1595	220
8681	4186
8931	675
3238	9741
1562	1458
15490	3093
7367	7031
4809	7815
6998	718
2576	14515
24946	1550
31292	3152
